年月日,時刻,データ01(mG)
2023/04/20,06:15:19,773.0
2023/04/20,06:15:20,773.0
2023/04/20,06:15:21,770.0
2023/04/20,06:15:22,772.0
2023/04/20,06:15:23,772.0
2023/04/20,06:15:24,771.0
2023/04/20,06:15:25,774.0
2023/04/20,06:15:26,773.0
2023/04/20,06:15:27,769.0
2023/04/20,06:15:28,769.0
2023/04/20,06:15:29,771.0
2023/04/20,06:15:30,773.0
2023/04/20,06:15:31,775.0
2023/04/20,06:15:32,775.0
2023/04/20,06:15:33,772.0
2023/04/20,06:15:34,771.0
2023/04/20,06:15:35,771.0
2023/04/20,06:15:36,770.0
2023/04/20,06:15:37,773.0
2023/04/20,06:15:38,775.0
2023/04/20,06:15:39,775.0
2023/04/20,06:15:40,775.0
2023/04/20,06:15:41,771.0
2023/04/20,06:15:42,773.0
2023/04/20,06:15:43,773.0
2023/04/20,06:15:44,774.0
2023/04/20,06:15:45,774.0
2023/04/20,06:15:46,775.0
2023/04/20,06:15:47,776.0
2023/04/20,06:15:48,772.0
2023/04/20,06:15:49,771.0
2023/04/20,06:15:50,770.0
2023/04/20,06:15:51,771.0
2023/04/20,06:15:52,770.0
2023/04/20,06:15:53,772.0
2023/04/20,06:15:54,771.0
2023/04/20,06:15:55,772.0
2023/04/20,06:15:56,769.0
2023/04/20,06:15:57,770.0
2023/04/20,06:15:58,770.0
2023/04/20,06:15:59,771.0
2023/04/20,06:16:00,771.0
2023/04/20,06:16:01,772.0
2023/04/20,06:16:02,772.0
2023/04/20,06:16:03,773.0
2023/04/20,06:16:04,770.0
2023/04/20,06:16:05,771.0
2023/04/20,06:16:06,770.0
2023/04/20,06:16:07,771.0
2023/04/20,06:16:08,773.0
2023/04/20,06:16:09,773.0
2023/04/20,06:16:10,773.0
2023/04/20,06:16:11,769.0
2023/04/20,06:16:12,770.0
2023/04/20,06:16:13,769.0
2023/04/20,06:16:14,770.0
2023/04/20,06:16:15,772.0
2023/04/20,06:16:16,772.0
2023/04/20,06:16:17,775.0
2023/04/20,06:16:18,772.0
2023/04/20,06:16:19,769.0
2023/04/20,06:16:20,770.0
2023/04/20,06:16:21,770.0
2023/04/20,06:16:22,771.0
2023/04/20,06:16:23,770.0
2023/04/20,06:16:24,772.0
2023/04/20,06:16:25,772.0
2023/04/20,06:16:26,769.0
2023/04/20,06:16:27,769.0
2023/04/20,06:16:28,770.0
2023/04/20,06:16:29,769.0
2023/04/20,06:16:30,770.0
2023/04/20,06:16:31,770.0
2023/04/20,06:16:32,772.0
2023/04/20,06:16:33,772.0
2023/04/20,06:16:34,775.0
2023/04/20,06:16:35,770.0
2023/04/20,06:16:36,770.0
2023/04/20,06:16:37,771.0
2023/04/20,06:16:38,772.0
2023/04/20,06:16:39,771.0
2023/04/20,06:16:40,773.0
2023/04/20,06:16:41,773.0
2023/04/20,06:16:42,775.0
2023/04/20,06:16:43,775.0
2023/04/20,06:16:44,772.0
2023/04/20,06:16:45,771.0
2023/04/20,06:16:46,772.0
2023/04/20,06:16:47,775.0
2023/04/20,06:16:48,772.0
2023/04/20,06:16:49,772.0
2023/04/20,06:16:50,772.0
2023/04/20,06:16:51,774.0
2023/04/20,06:16:52,773.0
2023/04/20,06:16:53,773.0
2023/04/20,06:16:54,774.0
2023/04/20,06:16:55,772.0
2023/04/20,06:16:56,772.0
2023/04/20,06:16:57,773.0
2023/04/20,06:16:58,773.0
2023/04/20,06:16:59,773.0
2023/04/20,06:17:00,773.0
2023/04/20,06:17:01,774.0
2023/04/20,06:17:02,774.0
2023/04/20,06:17:03,775.0
2023/04/20,06:17:04,776.0
2023/04/20,06:17:05,771.0
2023/04/20,06:17:06,771.0
2023/04/20,06:17:07,772.0
2023/04/20,06:17:08,772.0
2023/04/20,06:17:09,770.0
2023/04/20,06:17:10,770.0
2023/04/20,06:17:11,771.0
2023/04/20,06:17:12,772.0
2023/04/20,06:17:13,772.0
2023/04/20,06:17:14,774.0
2023/04/20,06:17:15,772.0
2023/04/20,06:17:16,770.0
2023/04/20,06:17:17,770.0
2023/04/20,06:17:18,770.0
2023/04/20,06:17:19,770.0
2023/04/20,06:17:20,772.0
2023/04/20,06:17:21,773.0
2023/04/20,06:17:22,771.0
2023/04/20,06:17:23,766.0
2023/04/20,06:17:24,768.0
2023/04/20,06:17:25,769.0
2023/04/20,06:17:26,767.0
2023/04/20,06:17:27,769.0
2023/04/20,06:17:28,769.0
2023/04/20,06:17:29,770.0
2023/04/20,06:17:30,770.0
