"[Software version]","Ver.2.46"
"[Measurement beginning time]",#21/06/2023 19:41:07#
"[Measurement end       time]",#21/06/2023 19:51:37#
"[Model number]","6531"
"[Measurement mode]","VTH"
"[Data transfer mode]","Original Data Transfer"
"[Calculation mode]","Instant"
"[S-TIME(S) -- Sampling interval(s)]",1
"[No.TRIAL -- the Number of Trial]",630
"[WIDTH -- Width of Duct]","-----"
"[HEIGHT -- Height of Duct]","-----"
"[DIAMETER -- Diameter of Duct]","-----"
"[Atmospheric pressure]",1013
"    ","V(m/s)","T(C)","H(%RH)"
"Max.",0.42,23.8,56.8
"Min.",0.03,22.8,54.9
"Avg.",0.20,23.2,55.9
" SD ",0.074,0.31,0.39
"No.","V(m/s)","T(C)","H(%RH)","A(hPa)","Atom.F"
"1",0.25,23.3,56.4,1013,0
"2",0.27,23.4,56.4,1013,0
"3",0.31,23.4,56.4,1013,0
"4",0.27,23.4,56.4,1013,0
"5",0.28,23.3,56.4,1013,0
"6",0.28,23.3,56.3,1013,0
"7",0.22,23.3,56.3,1013,0
"8",0.22,23.3,56.2,1013,0
"9",0.20,23.3,56.2,1013,0
"10",0.24,23.3,56.2,1013,0
"11",0.25,23.3,56.2,1013,0
"12",0.22,23.3,56.1,1013,0
"13",0.21,23.3,56.1,1013,0
"14",0.25,23.3,56.1,1013,0
"15",0.26,23.3,56.1,1013,0
"16",0.23,23.3,56.1,1013,0
"17",0.24,23.3,56.1,1013,0
"18",0.26,23.3,56.1,1013,0
"19",0.28,23.3,56.1,1013,0
"20",0.30,23.3,56.1,1013,0
"21",0.30,23.3,56.0,1013,0
"22",0.30,23.2,56.0,1013,0
"23",0.26,23.2,56.0,1013,0
"24",0.25,23.2,56.0,1013,0
"25",0.28,23.2,56.0,1013,0
"26",0.23,23.2,56.0,1013,0
"27",0.21,23.2,56.1,1013,0
"28",0.25,23.2,56.0,1013,0
"29",0.30,23.2,56.1,1013,0
"30",0.31,23.2,56.0,1013,0
"31",0.26,23.2,56.0,1013,0
"32",0.24,23.2,56.0,1013,0
"33",0.26,23.2,56.0,1013,0
"34",0.26,23.2,56.0,1013,0
"35",0.27,23.2,56.1,1013,0
"36",0.35,23.2,56.0,1013,0
"37",0.31,23.2,56.0,1013,0
"38",0.33,23.2,56.0,1013,0
"39",0.22,23.2,56.0,1013,0
"40",0.29,23.1,55.9,1013,0
"41",0.26,23.1,55.9,1013,0
"42",0.24,23.1,55.8,1013,0
"43",0.25,23.1,55.9,1013,0
"44",0.24,23.1,55.9,1013,0
"45",0.26,23.1,55.8,1013,0
"46",0.31,23.1,55.9,1013,0
"47",0.31,23.1,55.9,1013,0
"48",0.22,23.1,55.8,1013,0
"49",0.22,23.1,55.9,1013,0
"50",0.23,23.1,55.9,1013,0
"51",0.28,23.1,55.8,1013,0
"52",0.23,23.1,55.8,1013,0
"53",0.24,23.1,55.8,1013,0
"54",0.23,23.1,55.7,1013,0
"55",0.23,23.1,55.7,1013,0
"56",0.21,23.1,55.7,1013,0
"57",0.23,23.1,55.7,1013,0
"58",0.29,23.0,55.7,1013,0
"59",0.30,23.0,55.7,1013,0
"60",0.27,23.0,55.7,1013,0
"61",0.29,23.0,55.8,1013,0
"62",0.27,23.0,55.7,1013,0
"63",0.24,23.0,55.8,1013,0
"64",0.24,23.0,55.7,1013,0
"65",0.29,23.0,55.7,1013,0
"66",0.26,23.0,55.7,1013,0
"67",0.30,23.0,55.8,1013,0
"68",0.31,23.0,55.8,1013,0
"69",0.28,23.0,55.8,1013,0
"70",0.28,23.0,55.8,1013,0
"71",0.32,23.0,55.8,1013,0
"72",0.32,23.0,55.8,1013,0
"73",0.26,23.0,55.8,1013,0
"74",0.23,23.0,55.7,1013,0
"75",0.25,23.0,55.6,1013,0
"76",0.29,22.9,55.7,1013,0
"77",0.25,22.9,55.5,1013,0
"78",0.30,22.9,55.6,1013,0
"79",0.26,22.9,55.6,1013,0
"80",0.24,22.9,55.6,1013,0
"81",0.27,22.9,55.6,1013,0
"82",0.29,22.9,55.6,1013,0
"83",0.30,22.9,55.6,1013,0
"84",0.28,22.9,55.6,1013,0
"85",0.31,22.9,55.6,1013,0
"86",0.35,22.9,55.6,1013,0
"87",0.35,22.9,55.6,1013,0
"88",0.27,22.9,55.5,1013,0
"89",0.27,22.9,55.5,1013,0
"90",0.29,22.9,55.6,1013,0
"91",0.26,22.9,55.5,1013,0
