"[Software version]","Ver.2.46"
"[Measurement beginning time]",#21/06/2023 20:34:23#
"[Measurement end       time]",#21/06/2023 20:44:53#
"[Model number]","6531"
"[Measurement mode]","VTH"
"[Data transfer mode]","Original Data Transfer"
"[Calculation mode]","Instant"
"[S-TIME(S) -- Sampling interval(s)]",1
"[No.TRIAL -- the Number of Trial]",630
"[WIDTH -- Width of Duct]","-----"
"[HEIGHT -- Height of Duct]","-----"
"[DIAMETER -- Diameter of Duct]","-----"
"[Atmospheric pressure]",1013
"    ","V(m/s)","T(C)","H(%RH)"
"Max.",0.40,24.3,56.0
"Min.",0.10,23.0,50.5
"Avg.",0.21,23.5,53.1
" SD ",0.043,0.36,1.81
"No.","V(m/s)","T(C)","H(%RH)","A(hPa)","Atom.F"
"1",0.19,24.3,56.0,1013,0
"2",0.17,24.3,56.0,1013,0
"3",0.17,24.3,55.9,1013,0
"4",0.19,24.3,55.9,1013,0
"5",0.25,24.3,55.9,1013,0
"6",0.22,24.3,55.9,1013,0
"7",0.19,24.2,56.0,1013,0
"8",0.20,24.3,56.0,1013,0
"9",0.22,24.2,55.9,1013,0
"10",0.21,24.2,55.9,1013,0
"11",0.19,24.2,55.8,1013,0
"12",0.23,24.2,55.8,1013,0
"13",0.23,24.2,55.9,1013,0
"14",0.23,24.2,56.0,1013,0
"15",0.24,24.2,56.0,1013,0
"16",0.23,24.2,56.0,1013,0
"17",0.20,24.2,56.0,1013,0
"18",0.27,24.2,56.0,1013,0
"19",0.26,24.2,56.0,1013,0
"20",0.24,24.2,56.0,1013,0
"21",0.24,24.2,56.0,1013,0
"22",0.23,24.2,56.0,1013,0
"23",0.22,24.2,56.0,1013,0
"24",0.19,24.2,56.0,1013,0
"25",0.19,24.1,55.9,1013,0
"26",0.20,24.1,55.8,1013,0
"27",0.20,24.1,55.9,1013,0
"28",0.20,24.1,55.9,1013,0
"29",0.18,24.1,55.9,1013,0
"30",0.19,24.1,56.0,1013,0
"31",0.21,24.1,56.0,1013,0
"32",0.20,24.1,55.9,1013,0
"33",0.21,24.1,55.9,1013,0
"34",0.22,24.1,55.9,1013,0
"35",0.26,24.1,55.9,1013,0
"36",0.27,24.1,55.9,1013,0
"37",0.29,24.1,55.9,1013,0
"38",0.30,24.1,56.0,1013,0
"39",0.26,24.1,55.9,1013,0
"40",0.23,24.1,56.0,1013,0
"41",0.20,24.1,55.9,1013,0
"42",0.25,24.1,56.0,1013,0
"43",0.25,24.1,55.9,1013,0
"44",0.26,24.0,56.0,1013,0
"45",0.20,24.1,56.0,1013,0
"46",0.16,24.0,56.0,1013,0
"47",0.18,24.0,55.9,1013,0
"48",0.22,24.0,55.9,1013,0
"49",0.22,24.0,56.0,1013,0
"50",0.21,24.0,56.0,1013,0
"51",0.23,24.0,55.9,1013,0
"52",0.27,24.0,56.0,1013,0
"53",0.19,24.0,56.0,1013,0
"54",0.16,24.0,56.0,1013,0
"55",0.14,24.0,56.0,1013,0
"56",0.15,24.0,55.9,1013,0
"57",0.17,24.1,55.9,1013,0
"58",0.18,24.0,55.8,1013,0
"59",0.18,24.0,55.8,1013,0
"60",0.16,24.0,55.8,1013,0
"61",0.17,24.0,55.8,1013,0
"62",0.16,24.0,55.8,1013,0
"63",0.20,24.0,55.7,1013,0
"64",0.20,24.0,55.7,1013,0
"65",0.23,24.0,55.8,1013,0
"66",0.20,24.0,55.7,1013,0
"67",0.20,24.0,55.7,1013,0
"68",0.23,24.0,55.8,1013,0
"69",0.26,24.0,55.7,1013,0
"70",0.22,24.0,55.7,1013,0
"71",0.20,24.0,55.7,1013,0
"72",0.18,24.0,55.7,1013,0
"73",0.22,24.0,55.6,1013,0
"74",0.20,24.0,55.7,1013,0
"75",0.19,24.0,55.6,1013,0
"76",0.22,24.0,55.7,1013,0
"77",0.23,24.0,55.6,1013,0
"78",0.21,24.0,55.6,1013,0
"79",0.19,24.0,55.6,1013,0
"80",0.22,24.0,55.6,1013,0
"81",0.22,24.0,55.6,1013,0
"82",0.20,24.0,55.7,1013,0
"83",0.17,23.9,55.6,1013,0
"84",0.17,24.0,55.5,1013,0
"85",0.20,24.0,55.6,1013,0
"86",0.26,23.9,55.5,1013,0
"87",0.26,23.9,55.6,1013,0
"88",0.21,23.9,55.6,1013,0
"89",0.23,23.9,55.6,1013,0
"90",0.26,23.9,55.6,1013,0
"91",0.23,23.9,55.6,1013,0
"92",0.24,23.9,55.5,1013,0
