"[Software version]","Ver.2.46"
"[Measurement beginning time]",#17/04/2023 23:15:28#
"[Measurement end       time]",#17/04/2023 23:25:58#
"[Model number]","6531"
"[Measurement mode]","VTH"
"[Data transfer mode]","Original Data Transfer"
"[Calculation mode]","Instant"
"[S-TIME(S) -- Sampling interval(s)]",1
"[No.TRIAL -- the Number of Trial]",630
"[WIDTH -- Width of Duct]","-----"
"[HEIGHT -- Height of Duct]","-----"
"[DIAMETER -- Diameter of Duct]","-----"
"[Atmospheric pressure]",1013
"    ","V(m/s)","T(C)","H(%RH)"
"Max.",0.29,25.9,26.5
"Min.",0.01,25.5,25.9
"Avg.",0.07,25.7,26.2
" SD ",0.057,0.07,0.14
"No.","V(m/s)","T(C)","H(%RH)","A(hPa)","Atom.F"
"1",0.01,25.8,25.9,1013,0
"2",0.01,25.8,25.9,1013,0
"3",0.01,25.8,25.9,1013,0
"4",0.01,25.8,25.9,1013,0
"5",0.01,25.8,25.9,1013,0
"6",0.02,25.8,25.9,1013,0
"7",0.04,25.8,25.9,1013,0
"8",0.06,25.8,25.9,1013,0
"9",0.03,25.8,25.9,1013,0
"10",0.02,25.9,25.9,1013,0
"11",0.03,25.8,25.9,1013,0
"12",0.04,25.8,25.9,1013,0
"13",0.06,25.8,25.9,1013,0
"14",0.07,25.8,25.9,1013,0
"15",0.04,25.8,25.9,1013,0
"16",0.02,25.8,25.9,1013,0
"17",0.02,25.8,25.9,1013,0
"18",0.05,25.8,25.9,1013,0
"19",0.04,25.8,25.9,1013,0
"20",0.02,25.8,26.2,1013,0
"21",0.01,25.9,25.9,1013,0
"22",0.01,25.9,25.9,1013,0
"23",0.02,25.9,25.9,1013,0
"24",0.06,25.8,25.9,1013,0
"25",0.15,25.8,25.9,1013,0
"26",0.22,25.8,26.0,1013,0
"27",0.26,25.7,26.0,1013,0
"28",0.20,25.7,26.1,1013,0
"29",0.18,25.7,26.2,1013,0
"30",0.19,25.6,26.2,1013,0
"31",0.21,25.6,26.2,1013,0
"32",0.21,25.6,26.2,1013,0
"33",0.17,25.7,26.2,1013,0
"34",0.13,25.7,26.2,1013,0
"35",0.12,25.7,26.2,1013,0
"36",0.14,25.7,26.2,1013,0
"37",0.16,25.7,26.2,1013,0
"38",0.15,25.7,26.2,1013,0
"39",0.12,25.7,26.2,1013,0
"40",0.11,25.7,26.1,1013,0
"41",0.08,25.7,26.1,1013,0
"42",0.05,25.7,26.1,1013,0
"43",0.05,25.8,26.1,1013,0
"44",0.03,25.8,26.0,1013,0
"45",0.02,25.8,26.0,1013,0
"46",0.06,25.8,26.0,1013,0
"47",0.15,25.7,26.0,1013,0
"48",0.13,25.8,26.0,1013,0
"49",0.08,25.7,26.0,1013,0
"50",0.05,25.8,26.0,1013,0
"51",0.03,25.8,26.0,1013,0
"52",0.02,25.8,26.0,1013,0
"53",0.01,25.8,26.0,1013,0
"54",0.01,25.8,26.0,1013,0
"55",0.01,25.8,26.0,1013,0
"56",0.01,25.8,26.0,1013,0
"57",0.01,25.8,26.2,1013,0
"58",0.01,25.8,26.0,1013,0
"59",0.02,25.8,26.0,1013,0
"60",0.03,25.8,26.0,1013,0
"61",0.07,25.8,26.0,1013,0
"62",0.07,25.8,26.0,1013,0
"63",0.06,25.8,26.0,1013,0
"64",0.04,25.8,26.0,1013,0
"65",0.03,25.8,26.0,1013,0
"66",0.08,25.8,26.0,1013,0
"67",0.16,25.8,26.0,1013,0
"68",0.18,25.8,26.0,1013,0
"69",0.14,25.8,26.1,1013,0
"70",0.11,25.8,26.1,1013,0
"71",0.12,25.8,26.0,1013,0
"72",0.13,25.8,26.1,1013,0
"73",0.11,25.8,26.1,1013,0
"74",0.11,25.8,26.1,1013,0
"75",0.12,25.8,26.1,1013,0
"76",0.12,25.8,26.1,1013,0
"77",0.14,25.8,26.1,1013,0
"78",0.13,25.8,26.1,1013,0
"79",0.10,25.8,26.1,1013,0
"80",0.11,25.8,26.1,1013,0
"81",0.10,25.8,26.1,1013,0
"82",0.09,25.8,26.1,1013,0
"83",0.06,25.8,26.1,1013,0
"84",0.15,25.8,26.1,1013,0
"85",0.18,25.8,26.1,1013,0
"86",0.15,25.8,26.0,1013,0
"87",0.12,25.8,26.1,1013,0
"88",0.06,25.8,26.1,1013,0
"89",0.05,25.8,26.1,1013,0
"90",0.04,25.8,26.1,1013,0
"91",0.03,25.8,26.1,1013,0
"92",0.02,25.8,26.0,1013,0
"93",0.01,25.8,26.0,1013,0
"94",0.01,25.8,26.0,1013,0
"95",0.01,25.8,26.0,1013,0
"96",0.01,25.8,26.0,1013,0
"97",0.01,25.8,26.0,1013,0
"98",0.02,25.8,26.0,1013,0
"99",0.02,25.8,26.0,1013,0
"100",0.03,25.8,26.0,1013,0
"101",0.03,25.8,25.9,1013,0
"102",0.02,25.8,25.9,1013,0
"103",0.02,25.8,26.0,1013,0
"104",0.02,25.8,25.9,1013,0
"105",0.02,25.8,25.9,1013,0
"106",0.13,25.8,25.9,1013,0
"107",0.17,25.8,25.9,1013,0
"108",0.16,25.8,26.0,1013,0
"109",0.14,25.8,26.0,1013,0
"110",0.11,25.8,26.0,1013,0
"111",0.12,25.8,26.0,1013,0
"112",0.11,25.8,26.1,1013,0
"113",0.09,25.7,26.1,1013,0
"114",0.05,25.8,26.0,1013,0
"115",0.06,25.8,26.1,1013,0
"116",0.06,25.8,26.0,1013,0
"117",0.08,25.8,26.0,1013,0
"118",0.07,25.8,26.1,1013,0
"119",0.04,25.8,26.0,1013,0
"120",0.04,25.8,26.0,1013,0
"121",0.04,25.8,26.0,1013,0
"122",0.12,25.8,26.0,1013,0
"123",0.15,25.8,26.0,1013,0
"124",0.14,25.8,26.1,1013,0
"125",0.17,25.7,26.1,1013,0
"126",0.14,25.7,26.1,1013,0
"127",0.07,25.8,26.1,1013,0
"128",0.06,25.8,26.1,1013,0
"129",0.07,25.8,26.1,1013,0
"130",0.07,25.8,26.1,1013,0
"131",0.09,25.8,26.0,1013,0
"132",0.07,25.8,26.1,1013,0
"133",0.04,25.8,26.1,1013,0
"134",0.03,25.8,26.1,1013,0
"135",0.02,25.8,26.0,1013,0
"136",0.02,25.8,26.0,1013,0
"137",0.02,25.8,26.0,1013,0
"138",0.01,25.9,26.0,1013,0
"139",0.01,25.8,26.0,1013,0
"140",0.01,25.8,26.0,1013,0
"141",0.01,25.8,26.0,1013,0
"142",0.01,25.9,26.0,1013,0
"143",0.04,25.9,26.0,1013,0
"144",0.06,25.8,26.0,1013,0
"145",0.06,25.8,26.0,1013,0
"146",0.06,25.8,26.0,1013,0
"147",0.04,25.8,26.0,1013,0
"148",0.03,25.8,26.0,1013,0
"149",0.04,25.8,26.0,1013,0
"150",0.09,25.8,26.0,1013,0
"151",0.15,25.8,26.0,1013,0
"152",0.17,25.8,26.0,1013,0
"153",0.16,25.8,26.0,1013,0
"154",0.11,25.8,26.0,1013,0
"155",0.08,25.8,26.1,1013,0
"156",0.13,25.8,26.1,1013,0
"157",0.15,25.8,26.0,1013,0
"158",0.10,25.8,26.1,1013,0
"159",0.05,25.8,26.1,1013,0
"160",0.03,25.8,26.0,1013,0
"161",0.03,25.8,26.1,1013,0
"162",0.04,25.8,26.0,1013,0
"163",0.04,25.8,26.1,1013,0
"164",0.03,25.8,26.1,1013,0
"165",0.02,25.8,26.0,1013,0
"166",0.02,25.8,26.1,1013,0
"167",0.03,25.8,26.0,1013,0
"168",0.03,25.8,26.0,1013,0
"169",0.05,25.8,26.1,1013,0
"170",0.14,25.8,26.0,1013,0
"171",0.19,25.8,26.1,1013,0
"172",0.15,25.8,26.1,1013,0
"173",0.09,25.8,26.1,1013,0
"174",0.04,25.8,26.1,1013,0
"175",0.04,25.8,26.0,1013,0
"176",0.04,25.8,26.1,1013,0
"177",0.02,25.8,26.1,1013,0
"178",0.03,25.8,26.0,1013,0
"179",0.02,25.8,26.1,1013,0
"180",0.02,25.8,26.0,1013,0
"181",0.02,25.8,26.1,1013,0
"182",0.02,25.8,26.0,1013,0
"183",0.02,25.8,26.0,1013,0
"184",0.03,25.8,26.0,1013,0
"185",0.03,25.8,26.0,1013,0
"186",0.10,25.8,26.0,1013,0
"187",0.18,25.8,26.1,1013,0
"188",0.20,25.8,26.2,1013,0
"189",0.21,25.7,26.2,1013,0
"190",0.17,25.7,26.2,1013,0
"191",0.10,25.7,26.2,1013,0
"192",0.07,25.7,26.2,1013,0
"193",0.06,25.7,26.2,1013,0
"194",0.04,25.7,26.2,1013,0
"195",0.03,25.7,26.2,1013,0
"196",0.05,25.7,26.1,1013,0
"197",0.14,25.7,26.1,1013,0
"198",0.17,25.7,26.2,1013,0
