"[Software version]","Ver.2.46"
"[Measurement beginning time]",#01/12/2023 04:28:28#
"[Measurement end       time]",#01/12/2023 04:34:09#
"[Model number]","6531"
"[Measurement mode]","VTH"
"[Data transfer mode]","Original Data Transfer"
"[Calculation mode]","Instant"
"[S-TIME(S) -- Sampling interval(s)]",1
"[No.TRIAL -- the Number of Trial]",340
"[WIDTH -- Width of Duct]","-----"
"[HEIGHT -- Height of Duct]","-----"
"[DIAMETER -- Diameter of Duct]","-----"
"[Atmospheric pressure]",1013
"    ","V(m/s)","T(C)","H(%RH)"
"Max.",0.39,21.7,26.5
"Min.",0.00,21.0,21.1
"Avg.",0.07,21.3,22.2
" SD ",0.074,0.15,0.57
"No.","V(m/s)","T(C)","H(%RH)","A(hPa)","Atom.F"
"1",0.01,21.6,21.7,1013,0
"2",0.00,21.7,21.7,1013,0
"3",0.01,21.7,21.6,1013,0
"4",0.01,21.7,21.6,1013,0
"5",0.01,21.7,21.5,1013,0
"6",0.04,21.7,21.4,1013,0
"7",0.10,21.6,21.3,1013,0
"8",0.06,21.6,21.5,1013,0
"9",0.07,21.6,21.4,1013,0
"10",0.06,21.6,21.4,1013,0
"11",0.07,21.6,21.3,1013,0
"12",0.10,21.6,21.3,1013,0
"13",0.05,21.6,21.3,1013,0
"14",0.01,21.6,21.3,1013,0
"15",0.00,21.6,21.3,1013,0
"16",0.00,21.6,21.3,1013,0
"17",0.00,21.6,21.3,1013,0
"18",0.00,21.6,21.3,1013,0
"19",0.01,21.6,21.3,1013,0
"20",0.01,21.6,21.3,1013,0
"21",0.02,21.6,21.3,1013,0
"22",0.03,21.6,21.3,1013,0
"23",0.02,21.6,21.3,1013,0
"24",0.01,21.6,21.2,1013,0
"25",0.00,21.6,21.1,1013,0
"26",0.03,21.6,21.2,1013,0
"27",0.04,21.6,21.2,1013,0
"28",0.04,21.6,21.3,1013,0
"29",0.04,21.6,21.5,1013,0
"30",0.05,21.6,21.8,1013,0
"31",0.06,21.6,21.9,1013,0
"32",0.08,21.6,22.0,1013,0
"33",0.16,21.5,22.1,1013,0
"34",0.22,21.4,22.1,1013,0
"35",0.23,21.4,22.2,1013,0
"36",0.16,21.4,22.2,1013,0
"37",0.10,21.4,22.1,1013,0
"38",0.05,21.4,22.1,1013,0
"39",0.03,21.5,22.1,1013,0
"40",0.02,21.5,21.9,1013,0
"41",0.02,21.5,21.9,1013,0
"42",0.01,21.5,21.9,1013,0
"43",0.01,21.5,22.0,1013,0
"44",0.01,21.5,22.0,1013,0
"45",0.09,21.5,22.0,1013,0
"46",0.06,21.5,21.9,1013,0
"47",0.03,21.5,21.9,1013,0
"48",0.01,21.5,21.8,1013,0
"49",0.00,21.5,21.9,1013,0
"50",0.00,21.5,21.8,1013,0
"51",0.00,21.5,21.8,1013,0
"52",0.02,21.5,21.8,1013,0
"53",0.10,21.5,21.8,1013,0
"54",0.16,21.5,21.8,1013,0
"55",0.28,21.4,21.8,1013,0
"56",0.35,21.3,21.9,1013,0
"57",0.24,21.2,22.0,1013,0
"58",0.17,21.2,22.1,1013,0
"59",0.15,21.2,22.1,1013,0
"60",0.09,21.2,22.1,1013,0
"61",0.03,21.3,21.9,1013,0
"62",0.01,21.3,21.7,1013,0
"63",0.00,21.3,21.5,1013,0
"64",0.00,21.4,21.5,1013,0
"65",0.01,21.4,21.4,1013,0
"66",0.02,21.4,21.4,1013,0
"67",0.01,21.4,21.4,1013,0
"68",0.01,21.4,21.4,1013,0
"69",0.03,21.4,21.5,1013,0
"70",0.08,21.4,21.6,1013,0
"71",0.07,21.4,21.5,1013,0
"72",0.08,21.4,21.6,1013,0
"73",0.05,21.4,21.6,1013,0
"74",0.05,21.4,21.6,1013,0
"75",0.13,21.4,21.6,1013,0
"76",0.13,21.4,21.6,1013,0
"77",0.12,21.4,21.6,1013,0
"78",0.09,21.4,21.6,1013,0
"79",0.07,21.4,21.6,1013,0
"80",0.03,21.4,21.6,1013,0
"81",0.01,21.4,21.7,1013,0
"82",0.01,21.4,21.7,1013,0
"83",0.08,21.4,21.7,1013,0
"84",0.09,21.4,21.7,1013,0
"85",0.08,21.4,21.8,1013,0
"86",0.05,21.4,21.8,1013,0
"87",0.04,21.4,21.8,1013,0
"88",0.11,21.4,22.0,1013,0
"89",0.16,21.4,22.1,1013,0
"90",0.12,21.4,22.1,1013,0
"91",0.04,21.4,22.0,1013,0
"92",0.04,21.4,22.0,1013,0
"93",0.08,21.4,22.0,1013,0
"94",0.04,21.4,22.0,1013,0
"95",0.03,21.4,22.0,1013,0
"96",0.01,21.4,22.0,1013,0
"97",0.01,21.4,22.0,1013,0
"98",0.07,21.4,21.9,1013,0
"99",0.04,21.4,21.9,1013,0
"100",0.11,21.4,21.9,1013,0
"101",0.15,21.4,22.0,1013,0
"102",0.18,21.3,22.0,1013,0
"103",0.17,21.3,22.0,1013,0
"104",0.19,21.3,22.0,1013,0
"105",0.20,21.2,22.0,1013,0
"106",0.19,21.2,22.0,1013,0
"107",0.22,21.1,22.2,1013,0
"108",0.15,21.2,22.2,1013,0
"109",0.10,21.2,22.1,1013,0
"110",0.09,21.2,22.1,1013,0
"111",0.10,21.2,22.1,1013,0
"112",0.04,21.3,22.1,1013,0
"113",0.07,21.3,22.0,1013,0
"114",0.14,21.3,22.0,1013,0
"115",0.15,21.3,22.1,1013,0
"116",0.12,21.3,22.0,1013,0
"117",0.06,21.3,22.0,1013,0
"118",0.03,21.3,22.0,1013,0
"119",0.02,21.3,22.0,1013,0
"120",0.05,21.4,22.0,1013,0
"121",0.09,21.3,22.0,1013,0
"122",0.07,21.4,22.0,1013,0
"123",0.07,21.3,22.0,1013,0
"124",0.06,21.3,22.0,1013,0
"125",0.02,21.4,21.9,1013,0
"126",0.01,21.4,22.0,1013,0
"127",0.05,21.4,22.0,1013,0
"128",0.13,21.3,22.0,1013,0
"129",0.29,21.3,22.0,1013,0
"130",0.39,21.1,22.1,1013,0
"131",0.27,21.1,22.2,1013,0
"132",0.19,21.1,22.2,1013,0
"133",0.16,21.1,22.1,1013,0
"134",0.13,21.1,22.2,1013,0
"135",0.17,21.1,22.2,1013,0
"136",0.16,21.1,22.1,1013,0
"137",0.12,21.1,22.1,1013,0
"138",0.07,21.1,22.1,1013,0
"139",0.06,21.2,22.1,1013,0
"140",0.15,21.2,22.0,1013,0
"141",0.24,21.1,22.1,1013,0
"142",0.27,21.1,22.2,1013,0
"143",0.21,21.1,22.2,1013,0
"144",0.18,21.0,22.3,1013,0
"145",0.26,21.0,22.3,1013,0
"146",0.27,21.0,22.3,1013,0
"147",0.18,21.0,22.3,1013,0
"148",0.09,21.0,22.2,1013,0
"149",0.06,21.1,22.3,1013,0
"150",0.14,21.1,22.2,1013,0
"151",0.16,21.1,22.2,1013,0
"152",0.13,21.1,22.2,1013,0
"153",0.06,21.1,22.2,1013,0
"154",0.04,21.1,22.1,1013,0
"155",0.02,21.2,22.1,1013,0
"156",0.06,21.2,22.1,1013,0
"157",0.19,21.2,22.2,1013,0
"158",0.21,21.1,22.4,1013,0
"159",0.17,21.1,22.5,1013,0
"160",0.16,21.1,22.4,1013,0
"161",0.14,21.1,22.3,1013,0
"162",0.05,21.1,22.3,1013,0
"163",0.02,21.2,22.2,1013,0
"164",0.01,21.2,22.2,1013,0
"165",0.00,21.2,22.2,1013,0
"166",0.01,21.2,22.2,1013,0
"167",0.01,21.3,22.2,1013,0
"168",0.01,21.3,22.2,1013,0
"169",0.00,21.3,22.2,1013,0
"170",0.00,21.3,22.2,1013,0
"171",0.00,21.3,22.2,1013,0
"172",0.00,21.3,22.2,1013,0
"173",0.03,21.3,22.1,1013,0
"174",0.08,21.3,22.2,1013,0
"175",0.09,21.3,22.3,1013,0
"176",0.10,21.3,22.3,1013,0
"177",0.10,21.3,22.3,1013,0
"178",0.09,21.3,22.4,1013,0
"179",0.07,21.3,22.3,1013,0
"180",0.06,21.3,22.3,1013,0
"181",0.06,21.3,22.2,1013,0
"182",0.04,21.3,22.2,1013,0
"183",0.11,21.3,22.1,1013,0
"184",0.13,21.2,22.2,1013,0
"185",0.08,21.2,22.1,1013,0
"186",0.02,21.3,22.2,1013,0
"187",0.02,21.3,22.2,1013,0
"188",0.08,21.3,22.3,1013,0
"189",0.13,21.2,22.4,1013,0
"190",0.11,21.2,22.3,1013,0
"191",0.08,21.3,22.4,1013,0
"192",0.04,21.3,22.3,1013,0
"193",0.04,21.3,22.3,1013,0
"194",0.05,21.3,22.2,1013,0
"195",0.06,21.3,22.2,1013,0
"196",0.03,21.3,22.2,1013,0
"197",0.02,21.3,22.3,1013,0
"198",0.06,21.3,22.2,1013,0
"199",0.09,21.3,22.3,1013,0
"200",0.06,21.2,22.2,1013,0
"201",0.03,21.2,22.2,1013,0
"202",0.02,21.3,22.1,1013,0
"203",0.01,21.3,22.2,1013,0
"204",0.02,21.3,22.1,1013,0
"205",0.08,21.3,22.1,1013,0
"206",0.05,21.3,22.1,1013,0
"207",0.06,21.3,22.1,1013,0
"208",0.11,21.3,22.2,1013,0
"209",0.15,21.3,22.3,1013,0
"210",0.20,21.2,22.3,1013,0
"211",0.20,21.2,22.3,1013,0
"212",0.15,21.2,22.4,1013,0
"213",0.08,21.2,22.3,1013,0
"214",0.11,21.2,22.3,1013,0
"215",0.12,21.2,22.4,1013,0
"216",0.14,21.2,22.3,1013,0
"217",0.16,21.2,22.1,1013,0
"218",0.14,21.2,22.1,1013,0
"219",0.14,21.2,22.1,1013,0
"220",0.15,21.2,22.1,1013,0
"221",0.12,21.2,22.0,1013,0
"222",0.08,21.2,22.0,1013,0
"223",0.05,21.2,22.1,1013,0
"224",0.03,21.2,22.2,1013,0
"225",0.01,21.2,22.2,1013,0
"226",0.01,21.2,22.2,1013,0
"227",0.01,21.3,22.3,1013,0
"228",0.00,21.3,22.3,1013,0
"229",0.00,21.3,22.3,1013,0
"230",0.03,21.3,22.3,1013,0
"231",0.12,21.3,22.3,1013,0
"232",0.13,21.2,22.3,1013,0
"233",0.10,21.2,22.3,1013,0
"234",0.06,21.2,22.3,1013,0
"235",0.04,21.2,22.3,1013,0
"236",0.08,21.2,22.3,1013,0
"237",0.04,21.2,22.3,1013,0
"238",0.01,21.2,22.3,1013,0
"239",0.00,21.3,22.3,1013,0
"240",0.00,21.3,22.3,1013,0
"241",0.02,21.3,22.3,1013,0
"242",0.01,21.3,22.3,1013,0
"243",0.00,21.3,22.3,1013,0
"244",0.00,21.3,22.3,1013,0
"245",0.00,21.3,22.3,1013,0
"246",0.00,21.3,22.2,1013,0
"247",0.00,21.3,22.2,1013,0
"248",0.00,21.4,22.1,1013,0
"249",0.00,21.3,22.1,1013,0
"250",0.00,21.3,22.1,1013,0
"251",0.00,21.4,22.1,1013,0
"252",0.00,21.3,22.1,1013,0
"253",0.00,21.4,22.1,1013,0
"254",0.00,21.4,22.1,1013,0
"255",0.00,21.4,22.1,1013,0
"256",0.00,21.4,22.1,1013,0
"257",0.00,21.4,22.1,1013,0
"258",0.00,21.4,22.2,1013,0
"259",0.00,21.4,22.1,1013,0
"260",0.00,21.4,22.2,1013,0
"261",0.00,21.4,22.2,1013,0
"262",0.00,21.4,22.2,1013,0
"263",0.00,21.4,22.1,1013,0
"264",0.00,21.4,22.1,1013,0
"265",0.00,21.4,22.1,1013,0
"266",0.00,21.4,22.1,1013,0
"267",0.00,21.4,22.1,1013,0
"268",0.00,21.4,22.1,1013,0
"269",0.00,21.4,22.1,1013,0
"270",0.00,21.4,22.1,1013,0
"271",0.00,21.4,22.1,1013,0
"272",0.00,21.4,22.2,1013,0
"273",0.01,21.4,22.1,1013,0
"274",0.02,21.4,22.1,1013,0
"275",0.03,21.4,22.1,1013,0
"276",0.05,21.4,22.0,1013,0
"277",0.04,21.4,22.0,1013,0
"278",0.02,21.4,22.1,1013,0
"279",0.00,21.4,22.0,1013,0
"280",0.00,21.4,22.1,1013,0
"281",0.00,21.4,22.2,1013,0
"282",0.01,21.4,22.3,1013,0
"283",0.06,21.4,22.3,1013,0
"284",0.16,21.4,22.4,1013,0
"285",0.16,21.4,22.6,1013,0
"286",0.16,21.3,22.6,1013,0
"287",0.14,21.3,22.6,1013,0
"288",0.08,21.3,22.5,1013,0
"289",0.04,21.3,22.5,1013,0
"290",0.06,21.3,22.4,1013,0
"291",0.05,21.3,22.4,1013,0
"292",0.02,21.3,22.3,1013,0
"293",0.01,21.4,22.4,1013,0
"294",0.03,21.4,22.3,1013,0
"295",0.04,21.4,22.4,1013,0
"296",0.04,21.4,22.4,1013,0
"297",0.11,21.4,22.4,1013,0
"298",0.18,21.3,22.4,1013,0
"299",0.28,21.2,22.6,1013,0
"300",0.36,21.2,22.6,1013,0
"301",0.32,21.1,22.6,1013,0
"302",0.24,21.0,22.6,1013,0
"303",0.19,21.0,22.6,1013,0
"304",0.16,21.0,22.6,1013,0
"305",0.13,21.1,22.5,1013,0
"306",0.10,21.1,22.4,1013,0
"307",0.06,21.1,22.4,1013,0
"308",0.06,21.2,22.4,1013,0
"309",0.04,21.2,22.3,1013,0
"310",0.03,21.2,22.3,1013,0
"311",0.03,21.3,22.3,1013,0
"312",0.02,21.3,22.3,1013,0
"313",0.04,21.3,22.3,1013,0
"314",0.08,21.3,22.3,1013,0
"315",0.06,21.3,22.3,1013,0
"316",0.03,21.3,22.4,1013,0
"317",0.01,21.3,22.3,1013,0
"318",0.04,21.3,22.4,1013,0
"319",0.11,21.3,22.5,1013,0
"320",0.16,21.3,23.1,1013,0
"321",0.14,21.3,23.5,1013,0
"322",0.13,21.3,23.4,1013,0
"323",0.12,21.3,23.2,1013,0
"324",0.06,21.3,23.2,1013,0
"325",0.02,21.4,23.3,1013,0
"326",0.01,21.4,23.2,1013,0
"327",0.00,21.4,23.1,1013,0
"328",0.00,21.4,23.0,1013,0
"329",0.00,21.4,22.9,1013,0
"330",0.00,21.4,23.0,1013,0
"331",0.00,21.4,23.0,1013,0
"332",0.01,21.4,22.9,1013,0
"333",0.02,21.5,22.8,1013,0
"334",0.01,21.5,22.7,1013,0
"335",0.01,21.4,22.6,1013,0
"336",0.03,21.5,23.3,1013,0
"337",0.05,21.5,25.7,1013,0
"338",0.04,21.5,26.5,1013,0
"339",0.04,21.5,26.4,1013,0
"340",0.01,21.5,25.2,1013,0
