"[Software version]","Ver.2.46"
"[Measurement beginning time]",#01/12/2023 04:36:12#
"[Measurement end       time]",#01/12/2023 04:41:54#
"[Model number]","6531"
"[Measurement mode]","VTH"
"[Data transfer mode]","Original Data Transfer"
"[Calculation mode]","Instant"
"[S-TIME(S) -- Sampling interval(s)]",1
"[No.TRIAL -- the Number of Trial]",341
"[WIDTH -- Width of Duct]","-----"
"[HEIGHT -- Height of Duct]","-----"
"[DIAMETER -- Diameter of Duct]","-----"
"[Atmospheric pressure]",1013
"    ","V(m/s)","T(C)","H(%RH)"
"Max.",0.33,21.9,26.0
"Min.",0.00,21.2,21.7
"Avg.",0.06,21.5,22.6
" SD ",0.063,0.16,0.66
"No.","V(m/s)","T(C)","H(%RH)","A(hPa)","Atom.F"
"1",0.00,21.9,21.7,1013,0
"2",0.00,21.9,21.7,1013,0
"3",0.00,21.9,21.9,1013,0
"4",0.00,21.9,22.0,1013,0
"5",0.00,21.9,21.9,1013,0
"6",0.01,21.9,21.8,1013,0
"7",0.01,21.9,21.8,1013,0
"8",0.00,21.9,21.7,1013,0
"9",0.00,21.9,21.7,1013,0
"10",0.01,21.9,21.7,1013,0
"11",0.01,21.8,21.8,1013,0
"12",0.00,21.8,21.9,1013,0
"13",0.00,21.8,21.7,1013,0
"14",0.01,21.8,21.8,1013,0
"15",0.03,21.8,21.7,1013,0
"16",0.05,21.8,21.7,1013,0
"17",0.05,21.8,21.7,1013,0
"18",0.03,21.8,21.8,1013,0
"19",0.01,21.8,21.8,1013,0
"20",0.00,21.8,21.8,1013,0
"21",0.00,21.8,21.7,1013,0
"22",0.00,21.8,21.8,1013,0
"23",0.00,21.8,21.7,1013,0
"24",0.00,21.8,21.7,1013,0
"25",0.00,21.8,21.7,1013,0
"26",0.00,21.8,21.7,1013,0
"27",0.00,21.8,21.7,1013,0
"28",0.00,21.8,21.7,1013,0
"29",0.00,21.8,21.7,1013,0
"30",0.00,21.8,21.7,1013,0
"31",0.00,21.8,21.8,1013,0
"32",0.00,21.8,21.8,1013,0
"33",0.00,21.8,21.8,1013,0
"34",0.01,21.8,21.8,1013,0
"35",0.05,21.8,21.8,1013,0
"36",0.10,21.7,21.8,1013,0
"37",0.15,21.7,21.9,1013,0
"38",0.14,21.6,22.0,1013,0
"39",0.12,21.6,22.0,1013,0
"40",0.10,21.6,22.0,1013,0
"41",0.04,21.6,22.0,1013,0
"42",0.01,21.6,22.0,1013,0
"43",0.01,21.7,22.0,1013,0
"44",0.05,21.7,21.9,1013,0
"45",0.06,21.6,21.9,1013,0
"46",0.04,21.6,22.0,1013,0
"47",0.04,21.6,22.0,1013,0
"48",0.01,21.7,22.0,1013,0
"49",0.01,21.7,22.0,1013,0
"50",0.01,21.7,22.0,1013,0
"51",0.02,21.7,22.0,1013,0
"52",0.01,21.7,22.0,1013,0
"53",0.01,21.7,22.0,1013,0
"54",0.00,21.7,21.9,1013,0
"55",0.00,21.7,21.8,1013,0
"56",0.01,21.7,21.8,1013,0
"57",0.02,21.7,21.8,1013,0
"58",0.02,21.7,21.8,1013,0
"59",0.02,21.7,21.8,1013,0
"60",0.01,21.7,21.9,1013,0
"61",0.00,21.7,22.0,1013,0
"62",0.00,21.7,22.2,1013,0
"63",0.00,21.7,22.3,1013,0
"64",0.01,21.7,22.3,1013,0
"65",0.01,21.7,22.3,1013,0
"66",0.04,21.7,22.3,1013,0
"67",0.10,21.7,22.2,1013,0
"68",0.05,21.6,22.1,1013,0
"69",0.02,21.7,22.1,1013,0
"70",0.01,21.7,22.1,1013,0
"71",0.00,21.7,22.1,1013,0
"72",0.00,21.7,22.0,1013,0
"73",0.00,21.7,22.0,1013,0
"74",0.00,21.7,21.9,1013,0
"75",0.01,21.7,21.9,1013,0
"76",0.04,21.7,21.9,1013,0
"77",0.03,21.7,21.9,1013,0
"78",0.01,21.7,21.9,1013,0
"79",0.00,21.7,21.9,1013,0
"80",0.00,21.7,21.9,1013,0
"81",0.00,21.7,21.9,1013,0
"82",0.00,21.7,21.9,1013,0
"83",0.00,21.7,21.8,1013,0
"84",0.00,21.7,21.8,1013,0
"85",0.08,21.7,21.9,1013,0
"86",0.10,21.7,22.0,1013,0
"87",0.14,21.6,22.0,1013,0
"88",0.13,21.6,22.0,1013,0
"89",0.13,21.6,22.0,1013,0
"90",0.14,21.5,22.0,1013,0
"91",0.16,21.5,22.0,1013,0
"92",0.14,21.5,22.0,1013,0
"93",0.13,21.5,22.0,1013,0
"94",0.11,21.5,22.0,1013,0
"95",0.09,21.5,22.0,1013,0
"96",0.07,21.5,21.9,1013,0
"97",0.09,21.5,21.9,1013,0
"98",0.08,21.5,21.9,1013,0
"99",0.10,21.5,22.0,1013,0
"100",0.15,21.5,22.1,1013,0
"101",0.12,21.5,22.2,1013,0
"102",0.09,21.5,22.3,1013,0
"103",0.07,21.5,22.3,1013,0
"104",0.05,21.5,22.3,1013,0
"105",0.06,21.5,22.3,1013,0
"106",0.12,21.5,22.3,1013,0
"107",0.09,21.5,22.3,1013,0
"108",0.05,21.5,22.3,1013,0
"109",0.07,21.5,22.3,1013,0
"110",0.11,21.5,22.3,1013,0
"111",0.10,21.5,22.4,1013,0
"112",0.04,21.5,22.3,1013,0
"113",0.02,21.5,22.4,1013,0
"114",0.00,21.6,22.3,1013,0
"115",0.00,21.6,22.4,1013,0
"116",0.00,21.6,22.4,1013,0
"117",0.02,21.6,22.4,1013,0
"118",0.08,21.6,22.4,1013,0
"119",0.09,21.6,22.4,1013,0
"120",0.05,21.6,22.4,1013,0
"121",0.02,21.6,22.4,1013,0
"122",0.06,21.6,22.5,1013,0
"123",0.05,21.5,22.5,1013,0
"124",0.02,21.6,22.5,1013,0
"125",0.04,21.6,22.5,1013,0
"126",0.17,21.5,22.6,1013,0
"127",0.22,21.4,22.6,1013,0
"128",0.22,21.4,22.6,1013,0
"129",0.19,21.4,22.6,1013,0
"130",0.20,21.3,22.6,1013,0
"131",0.14,21.3,22.6,1013,0
"132",0.16,21.3,22.6,1013,0
