1 , train_loss, 0.07521868, train_accuracy, 0.6416826666666666, 2023-04-20 05:44:54.795625
2 , train_loss, 0.04528981, train_accuracy, 0.6874413333333335, 2023-04-20 05:45:56.430801
3 , train_loss, 0.042245317, train_accuracy, 0.6953586666666667, 2023-04-20 05:46:59.014554
4 , train_loss, 0.041345984, train_accuracy, 0.6986186666666666, 2023-04-20 05:48:04.689970
5 , train_loss, 0.04292251, train_accuracy, 0.694476, 2023-04-20 05:49:04.339179
6 , train_loss, 0.04236458, train_accuracy, 0.69584, 2023-04-20 05:50:04.113024
7 , train_loss, 0.04253454, train_accuracy, 0.6952386666666667, 2023-04-20 05:51:03.880735
8 , train_loss, 0.040713955, train_accuracy, 0.7001133333333334, 2023-04-20 05:52:10.287353
9 , train_loss, 0.04155692, train_accuracy, 0.6984400000000001, 2023-04-20 05:53:12.459324
10 , train_loss, 0.042899124, train_accuracy, 0.6946346666666665, 2023-04-20 05:54:12.472462
11 , train_loss, 0.04046544, train_accuracy, 0.6972973333333333, 2023-04-20 05:55:31.144570
12 , train_loss, 0.040271647, train_accuracy, 0.6973813333333334, 2023-04-20 05:56:54.193051
13 , train_loss, 0.04013305, train_accuracy, 0.69782, 2023-04-20 05:58:18.303652
14 , train_loss, 0.039901193, train_accuracy, 0.6978399999999998, 2023-04-20 05:59:21.157469
15 , train_loss, 0.038243312, train_accuracy, 0.7019506666666666, 2023-04-20 06:00:21.454984
16 , train_loss, 0.037017364, train_accuracy, 0.7048893333333333, 2023-04-20 06:01:23.550605
17 , train_loss, 0.03629112, train_accuracy, 0.7060333333333333, 2023-04-20 06:02:25.478341
18 , train_loss, 0.036013406, train_accuracy, 0.7066933333333333, 2023-04-20 06:03:25.301215
19 , train_loss, 0.035461567, train_accuracy, 0.7073946666666667, 2023-04-20 06:04:23.483585
20 , train_loss, 0.03486108, train_accuracy, 0.7081493333333333, 2023-04-20 06:05:23.350955
21 , train_loss, 0.033988755, train_accuracy, 0.7092760000000001, 2023-04-20 06:06:26.957905
22 , train_loss, 0.033962652, train_accuracy, 0.7091719999999999, 2023-04-20 06:07:28.457128
23 , train_loss, 0.03368497, train_accuracy, 0.7096973333333332, 2023-04-20 06:08:31.246371
24 , train_loss, 0.03382655, train_accuracy, 0.7092253333333333, 2023-04-20 06:09:32.843760
25 , train_loss, 0.033709794, train_accuracy, 0.7095440000000001, 2023-04-20 06:10:52.929937
26 , train_loss, 0.033697598, train_accuracy, 0.7096146666666667, 2023-04-20 06:12:19.887019
27 , train_loss, 0.03353587, train_accuracy, 0.7097773333333333, 2023-04-20 06:13:42.740236
28 , train_loss, 0.03361316, train_accuracy, 0.7096746666666668, 2023-04-20 06:15:09.758315
29 , train_loss, 0.033653438, train_accuracy, 0.7096893333333334, 2023-04-20 06:16:20.643067
30 , train_loss, 0.033663563, train_accuracy, 0.7097253333333334, 2023-04-20 06:17:25.670207
31 , train_loss, 0.033509962, train_accuracy, 0.7100866666666668, 2023-04-20 06:18:26.335709
32 , train_loss, 0.033460073, train_accuracy, 0.7099706666666667, 2023-04-20 06:19:41.233551
33 , train_loss, 0.03361555, train_accuracy, 0.7098413333333334, 2023-04-20 06:20:48.526773
34 , train_loss, 0.03353022, train_accuracy, 0.7096360000000002, 2023-04-20 06:21:49.909256
35 , train_loss, 0.033543635, train_accuracy, 0.7096413333333333, 2023-04-20 06:22:51.748030
36 , train_loss, 0.033372656, train_accuracy, 0.7102973333333332, 2023-04-20 06:23:52.017442
37 , train_loss, 0.03346546, train_accuracy, 0.7098519999999998, 2023-04-20 06:24:55.046463
38 , train_loss, 0.03339922, train_accuracy, 0.7099159999999999, 2023-04-20 06:25:57.070561
39 , train_loss, 0.033471994, train_accuracy, 0.7101586666666667, 2023-04-20 06:26:57.732317
40 , train_loss, 0.03349783, train_accuracy, 0.7099773333333332, 2023-04-20 06:27:59.046805
41 , train_loss, 0.033557698, train_accuracy, 0.7094973333333334, 2023-04-20 06:29:04.016785
42 , train_loss, 0.03352314, train_accuracy, 0.7099080000000001, 2023-04-20 06:30:03.774704
43 , train_loss, 0.03344344, train_accuracy, 0.7099573333333331, 2023-04-20 06:31:08.384913
44 , train_loss, 0.033308595, train_accuracy, 0.7100626666666667, 2023-04-20 06:32:10.310485
45 , train_loss, 0.033453327, train_accuracy, 0.7100946666666665, 2023-04-20 06:33:10.119230
46 , train_loss, 0.0333279, train_accuracy, 0.7100573333333333, 2023-04-20 06:34:15.141321
47 , train_loss, 0.03335133, train_accuracy, 0.71018, 2023-04-20 06:35:13.861440
48 , train_loss, 0.033362944, train_accuracy, 0.7101079999999999, 2023-04-20 06:36:17.209271
49 , train_loss, 0.033336606, train_accuracy, 0.7100266666666667, 2023-04-20 06:37:20.064685
50 , train_loss, 0.033535972, train_accuracy, 0.7098533333333333, 2023-04-20 06:38:18.030441
