1 , train_loss, 0.62740403, train_accuracy, 0.6533333333333334, 2023-06-08 14:42:20.825026
2 , train_loss, 0.43602258, train_accuracy, 0.8970333333333333, 2023-06-08 14:42:25.390066
3 , train_loss, 0.36568028, train_accuracy, 0.9215333333333332, 2023-06-08 14:42:29.946267
4 , train_loss, 0.32216737, train_accuracy, 0.9296666666666665, 2023-06-08 14:42:34.521277
5 , train_loss, 0.29100686, train_accuracy, 0.9363666666666666, 2023-06-08 14:42:39.094595
6 , train_loss, 0.26665226, train_accuracy, 0.9395666666666666, 2023-06-08 14:42:43.707776
7 , train_loss, 0.24816841, train_accuracy, 0.9411666666666668, 2023-06-08 14:42:48.283130
8 , train_loss, 0.23328789, train_accuracy, 0.9434000000000001, 2023-06-08 14:42:52.859123
9 , train_loss, 0.22212793, train_accuracy, 0.9447333333333333, 2023-06-08 14:42:57.423488
10 , train_loss, 0.21207803, train_accuracy, 0.9455666666666667, 2023-06-08 14:43:02.005462
11 , train_loss, 0.20670985, train_accuracy, 0.9464666666666666, 2023-06-08 14:43:06.588360
12 , train_loss, 0.20623046, train_accuracy, 0.9468999999999999, 2023-06-08 14:43:11.174119
13 , train_loss, 0.20509444, train_accuracy, 0.9471333333333332, 2023-06-08 14:43:15.769248
14 , train_loss, 0.2046087, train_accuracy, 0.9466666666666669, 2023-06-08 14:43:20.358020
15 , train_loss, 0.20303296, train_accuracy, 0.9464333333333332, 2023-06-08 14:43:24.984577
16 , train_loss, 0.20272091, train_accuracy, 0.9472333333333331, 2023-06-08 14:43:29.625661
17 , train_loss, 0.20208786, train_accuracy, 0.9465, 2023-06-08 14:43:34.255158
18 , train_loss, 0.20083717, train_accuracy, 0.9469333333333332, 2023-06-08 14:43:38.827171
19 , train_loss, 0.20008376, train_accuracy, 0.9475666666666666, 2023-06-08 14:43:43.418634
20 , train_loss, 0.20006652, train_accuracy, 0.9466999999999998, 2023-06-08 14:43:48.003746
21 , train_loss, 0.19936006, train_accuracy, 0.9477999999999999, 2023-06-08 14:43:52.623924
22 , train_loss, 0.19895083, train_accuracy, 0.9478333333333333, 2023-06-08 14:43:57.210191
23 , train_loss, 0.19940262, train_accuracy, 0.9475666666666666, 2023-06-08 14:44:01.792627
24 , train_loss, 0.19857536, train_accuracy, 0.9475333333333332, 2023-06-08 14:44:06.374716
25 , train_loss, 0.19813074, train_accuracy, 0.9473333333333332, 2023-06-08 14:44:10.958578
26 , train_loss, 0.1988691, train_accuracy, 0.9473999999999999, 2023-06-08 14:44:15.556452
27 , train_loss, 0.19813555, train_accuracy, 0.9473, 2023-06-08 14:44:20.204841
28 , train_loss, 0.19799553, train_accuracy, 0.9468999999999999, 2023-06-08 14:44:24.814901
29 , train_loss, 0.19858164, train_accuracy, 0.9471666666666666, 2023-06-08 14:44:29.426064
30 , train_loss, 0.19825031, train_accuracy, 0.9473333333333334, 2023-06-08 14:44:34.053651
