1 , train_loss, 0.08962935, train_accuracy, 0.8735868174061433, 2023-03-29 16:58:04.940331
2 , train_loss, 0.069855295, train_accuracy, 0.9057940486348123, 2023-03-29 16:58:18.852555
3 , train_loss, 0.06593505, train_accuracy, 0.9095643131399318, 2023-03-29 16:58:31.806208
4 , train_loss, 0.067058824, train_accuracy, 0.9061077929465303, 2023-03-29 16:58:44.486739
5 , train_loss, 0.06668169, train_accuracy, 0.9064562002275314, 2023-03-29 16:58:57.088489
6 , train_loss, 0.06738841, train_accuracy, 0.9052341083617748, 2023-03-29 16:59:09.381587
7 , train_loss, 0.06642738, train_accuracy, 0.9058820392491467, 2023-03-29 16:59:22.669625
8 , train_loss, 0.06494775, train_accuracy, 0.9098789462457337, 2023-03-29 16:59:34.354606
9 , train_loss, 0.06391257, train_accuracy, 0.9101998009101251, 2023-03-29 16:59:47.401854
10 , train_loss, 0.048689567, train_accuracy, 0.9341163609215016, 2023-03-29 17:00:00.246827
11 , train_loss, 0.039406043, train_accuracy, 0.9489494453924915, 2023-03-29 17:00:12.968353
12 , train_loss, 0.038457807, train_accuracy, 0.9498933447098977, 2023-03-29 17:00:27.184288
13 , train_loss, 0.037743162, train_accuracy, 0.9510665529010239, 2023-03-29 17:00:41.083340
14 , train_loss, 0.03661093, train_accuracy, 0.9524130759385666, 2023-03-29 17:00:54.440822
15 , train_loss, 0.036908243, train_accuracy, 0.9514229593287828, 2023-03-29 17:01:07.769959
16 , train_loss, 0.0334107, train_accuracy, 0.9573201080773605, 2023-03-29 17:01:20.637373
17 , train_loss, 0.02881843, train_accuracy, 0.9650801692263937, 2023-03-29 17:01:33.261351
18 , train_loss, 0.027528288, train_accuracy, 0.9672132750284415, 2023-03-29 17:01:47.240436
19 , train_loss, 0.02769838, train_accuracy, 0.9662675981228669, 2023-03-29 17:02:01.357071
20 , train_loss, 0.026937569, train_accuracy, 0.9687197810011378, 2023-03-29 17:02:14.841421
21 , train_loss, 0.02592928, train_accuracy, 0.9699960893060297, 2023-03-29 17:02:26.785883
22 , train_loss, 0.0256334, train_accuracy, 0.9708404436860069, 2023-03-29 17:02:39.364774
23 , train_loss, 0.025856141, train_accuracy, 0.9700947454493744, 2023-03-29 17:02:52.517260
24 , train_loss, 0.025405845, train_accuracy, 0.9700423065984073, 2023-03-29 17:03:05.240339
25 , train_loss, 0.02609931, train_accuracy, 0.969359712741752, 2023-03-29 17:03:18.885146
26 , train_loss, 0.025839636, train_accuracy, 0.969507252559727, 2023-03-29 17:03:33.012214
27 , train_loss, 0.025707308, train_accuracy, 0.9703187215585892, 2023-03-29 17:03:45.589119
28 , train_loss, 0.025167963, train_accuracy, 0.9714279365756542, 2023-03-29 17:03:59.805486
29 , train_loss, 0.02570812, train_accuracy, 0.9698281072241184, 2023-03-29 17:04:13.826367
30 , train_loss, 0.025462516, train_accuracy, 0.9700947454493744, 2023-03-29 17:04:27.524514
31 , train_loss, 0.025937293, train_accuracy, 0.9701187428896472, 2023-03-29 17:04:40.118521
32 , train_loss, 0.0253894, train_accuracy, 0.9705595847554039, 2023-03-29 17:04:52.897823
33 , train_loss, 0.025771966, train_accuracy, 0.970560473549488, 2023-03-29 17:05:05.420843
34 , train_loss, 0.025204225, train_accuracy, 0.9703444965870308, 2023-03-29 17:05:17.848894
35 , train_loss, 0.025782354, train_accuracy, 0.9707302332195676, 2023-03-29 17:05:30.677960
36 , train_loss, 0.025924305, train_accuracy, 0.9698805460750853, 2023-03-29 17:05:43.435291
37 , train_loss, 0.025600312, train_accuracy, 0.9703729379977247, 2023-03-29 17:05:57.790009
38 , train_loss, 0.025233109, train_accuracy, 0.971079529294653, 2023-03-29 17:06:12.547493
39 , train_loss, 0.02545007, train_accuracy, 0.9707986703640499, 2023-03-29 17:06:26.992141
40 , train_loss, 0.024889376, train_accuracy, 0.971560366894198, 2023-03-29 17:06:40.342918
41 , train_loss, 0.025511038, train_accuracy, 0.9701347411831627, 2023-03-29 17:06:53.196129
42 , train_loss, 0.025354467, train_accuracy, 0.9714137158703072, 2023-03-29 17:07:06.032731
43 , train_loss, 0.025054358, train_accuracy, 0.9712528441410695, 2023-03-29 17:07:18.708042
44 , train_loss, 0.02578241, train_accuracy, 0.9697196743458476, 2023-03-29 17:07:33.112482
45 , train_loss, 0.025282279, train_accuracy, 0.9710004266211605, 2023-03-29 17:07:47.287293
46 , train_loss, 0.025489034, train_accuracy, 0.970570250284414, 2023-03-29 17:08:02.364217
47 , train_loss, 0.025451077, train_accuracy, 0.9708386660978383, 2023-03-29 17:08:16.796977
48 , train_loss, 0.025238276, train_accuracy, 0.9704280432309442, 2023-03-29 17:08:30.775383
49 , train_loss, 0.025353042, train_accuracy, 0.9703196103526736, 2023-03-29 17:08:43.689306
50 , train_loss, 0.025347097, train_accuracy, 0.9706138011945393, 2023-03-29 17:08:56.058644
