1 , train_loss, 0.06450968, train_accuracy, 0.9651000000000001, 2023-05-25 15:44:09.738613
2 , train_loss, 0.04219003, train_accuracy, 0.9747999999999999, 2023-05-25 15:44:15.404836
3 , train_loss, 0.03993902, train_accuracy, 0.9762000000000001, 2023-05-25 15:44:21.074052
4 , train_loss, 0.038484402, train_accuracy, 0.9771000000000002, 2023-05-25 15:44:26.768904
5 , train_loss, 0.04275918, train_accuracy, 0.9755999999999999, 2023-05-25 15:44:32.434481
6 , train_loss, 0.03471499, train_accuracy, 0.9813000000000001, 2023-05-25 15:44:38.106207
7 , train_loss, 0.022625966, train_accuracy, 0.9919, 2023-05-25 15:44:43.819244
8 , train_loss, 0.013269427, train_accuracy, 0.9950000000000001, 2023-05-25 15:44:49.495311
9 , train_loss, 0.03968201, train_accuracy, 0.9828, 2023-05-25 15:44:55.180663
10 , train_loss, 0.016953968, train_accuracy, 0.993, 2023-05-25 15:45:00.866925
11 , train_loss, 0.009302203, train_accuracy, 0.9967999999999998, 2023-05-25 15:45:06.561940
12 , train_loss, 0.006960013, train_accuracy, 0.9984999999999999, 2023-05-25 15:45:12.302985
13 , train_loss, 0.0073919366, train_accuracy, 0.9978, 2023-05-25 15:45:18.038391
14 , train_loss, 0.009255802, train_accuracy, 0.9971000000000001, 2023-05-25 15:45:23.782040
15 , train_loss, 0.0063664974, train_accuracy, 0.998, 2023-05-25 15:45:29.518509
16 , train_loss, 0.0060867514, train_accuracy, 0.9986000000000002, 2023-05-25 15:45:35.270699
17 , train_loss, 0.004755415, train_accuracy, 0.9986, 2023-05-25 15:45:41.043820
18 , train_loss, 0.0055557746, train_accuracy, 0.9992, 2023-05-25 15:45:46.781029
19 , train_loss, 0.005604638, train_accuracy, 0.9983999999999998, 2023-05-25 15:45:52.497376
20 , train_loss, 0.0055521484, train_accuracy, 0.9982000000000001, 2023-05-25 15:45:58.215764
21 , train_loss, 0.0047941124, train_accuracy, 0.9989, 2023-05-25 15:46:03.936573
22 , train_loss, 0.004273791, train_accuracy, 0.9987, 2023-05-25 15:46:09.652114
23 , train_loss, 0.0052413433, train_accuracy, 0.9986999999999999, 2023-05-25 15:46:15.380090
24 , train_loss, 0.004494343, train_accuracy, 0.9987999999999999, 2023-05-25 15:46:21.116973
25 , train_loss, 0.00454607, train_accuracy, 0.9987999999999999, 2023-05-25 15:46:26.847504
26 , train_loss, 0.0042235213, train_accuracy, 0.9987999999999999, 2023-05-25 15:46:32.608421
27 , train_loss, 0.005160234, train_accuracy, 0.9987, 2023-05-25 15:46:38.337882
28 , train_loss, 0.004878335, train_accuracy, 0.9989, 2023-05-25 15:46:44.066081
29 , train_loss, 0.004559821, train_accuracy, 0.9989999999999999, 2023-05-25 15:46:49.798324
30 , train_loss, 0.0041121277, train_accuracy, 0.9989, 2023-05-25 15:46:55.533452
31 , train_loss, 0.0045471084, train_accuracy, 0.9986, 2023-05-25 15:47:01.266171
32 , train_loss, 0.0045829467, train_accuracy, 0.9987999999999999, 2023-05-25 15:47:06.994858
33 , train_loss, 0.004491905, train_accuracy, 0.9991, 2023-05-25 15:47:12.726408
34 , train_loss, 0.0042323945, train_accuracy, 0.9984000000000001, 2023-05-25 15:47:18.457032
35 , train_loss, 0.004685116, train_accuracy, 0.9987999999999999, 2023-05-25 15:47:24.189763
36 , train_loss, 0.0039315596, train_accuracy, 0.9992, 2023-05-25 15:47:29.937459
37 , train_loss, 0.004154482, train_accuracy, 0.9991, 2023-05-25 15:47:35.669311
38 , train_loss, 0.0041926564, train_accuracy, 0.9989, 2023-05-25 15:47:41.396394
39 , train_loss, 0.0040866826, train_accuracy, 0.9990000000000001, 2023-05-25 15:47:47.125864
40 , train_loss, 0.0041265786, train_accuracy, 0.9987999999999999, 2023-05-25 15:47:52.878198
41 , train_loss, 0.005762473, train_accuracy, 0.9987, 2023-05-25 15:47:58.629797
42 , train_loss, 0.004831191, train_accuracy, 0.9986000000000002, 2023-05-25 15:48:04.341389
43 , train_loss, 0.004132749, train_accuracy, 0.9990000000000001, 2023-05-25 15:48:10.065135
44 , train_loss, 0.0040207016, train_accuracy, 0.9989999999999999, 2023-05-25 15:48:15.821763
45 , train_loss, 0.0040536057, train_accuracy, 0.9992, 2023-05-25 15:48:21.589506
46 , train_loss, 0.004633457, train_accuracy, 0.9990000000000001, 2023-05-25 15:48:27.320385
47 , train_loss, 0.004717165, train_accuracy, 0.9986, 2023-05-25 15:48:33.067790
48 , train_loss, 0.005321607, train_accuracy, 0.9979, 2023-05-25 15:48:38.796246
49 , train_loss, 0.004768944, train_accuracy, 0.9986, 2023-05-25 15:48:44.542542
50 , train_loss, 0.0048096464, train_accuracy, 0.9989, 2023-05-25 15:48:50.278903
