1 , train_loss, 0.042813476, train_accuracy, 0.683756, 2023-04-26 04:56:23.011930
2 , train_loss, 0.04352216, train_accuracy, 0.682937, 2023-04-26 05:04:12.076074
3 , train_loss, 0.04315652, train_accuracy, 0.6832316666666666, 2023-04-26 05:12:00.223240
4 , train_loss, 0.04306139, train_accuracy, 0.6832786666666667, 2023-04-26 05:19:50.641267
5 , train_loss, 0.0430763, train_accuracy, 0.6832423333333333, 2023-04-26 05:27:41.353673
6 , train_loss, 0.043022074, train_accuracy, 0.6832993333333334, 2023-04-26 05:35:30.634553
7 , train_loss, 0.043006316, train_accuracy, 0.683256, 2023-04-26 05:43:23.071532
8 , train_loss, 0.042986207, train_accuracy, 0.6833390000000001, 2023-04-26 05:51:23.259415
9 , train_loss, 0.04298831, train_accuracy, 0.6833316666666667, 2023-04-26 05:59:19.280916
10 , train_loss, 0.042978354, train_accuracy, 0.683379, 2023-04-26 06:07:07.126872
11 , train_loss, 0.042391088, train_accuracy, 0.6838566666666667, 2023-04-26 06:14:53.459333
12 , train_loss, 0.042320564, train_accuracy, 0.683826, 2023-04-26 06:22:36.130327
13 , train_loss, 0.04233423, train_accuracy, 0.6838883333333333, 2023-04-26 06:30:25.477741
14 , train_loss, 0.042313978, train_accuracy, 0.6838713333333335, 2023-04-26 06:38:16.231595
15 , train_loss, 0.042288143, train_accuracy, 0.6838236666666667, 2023-04-26 06:46:14.084622
16 , train_loss, 0.04227349, train_accuracy, 0.68391, 2023-04-26 06:54:07.793153
17 , train_loss, 0.042266916, train_accuracy, 0.6838850000000001, 2023-04-26 07:02:08.104519
18 , train_loss, 0.042240683, train_accuracy, 0.6839356666666666, 2023-04-26 07:09:56.969037
19 , train_loss, 0.04222289, train_accuracy, 0.6838956666666667, 2023-04-26 07:17:46.953419
20 , train_loss, 0.04217075, train_accuracy, 0.683928, 2023-04-26 07:25:43.386798
21 , train_loss, 0.042030312, train_accuracy, 0.6841213333333334, 2023-04-26 07:33:34.335429
22 , train_loss, 0.042078864, train_accuracy, 0.6840229999999999, 2023-04-26 07:41:19.118293
23 , train_loss, 0.042104054, train_accuracy, 0.683965, 2023-04-26 07:49:05.347687
24 , train_loss, 0.04204944, train_accuracy, 0.6840746666666667, 2023-04-26 07:56:55.441449
25 , train_loss, 0.042022374, train_accuracy, 0.6840283333333333, 2023-04-26 08:04:53.046349
26 , train_loss, 0.042067576, train_accuracy, 0.6840483333333334, 2023-04-26 08:12:48.677515
27 , train_loss, 0.04206439, train_accuracy, 0.684031, 2023-04-26 08:20:36.131869
28 , train_loss, 0.042033445, train_accuracy, 0.684009, 2023-04-26 08:28:25.427318
29 , train_loss, 0.042007323, train_accuracy, 0.6840733333333334, 2023-04-26 08:36:13.767417
30 , train_loss, 0.042040866, train_accuracy, 0.684123, 2023-04-26 08:44:01.135338
31 , train_loss, 0.04204305, train_accuracy, 0.6839966666666666, 2023-04-26 08:51:44.619804
32 , train_loss, 0.04204176, train_accuracy, 0.6840390000000001, 2023-04-26 08:59:26.825350
33 , train_loss, 0.042038485, train_accuracy, 0.6840073333333333, 2023-04-26 09:07:10.200758
34 , train_loss, 0.042036887, train_accuracy, 0.6840100000000001, 2023-04-26 09:14:54.567318
35 , train_loss, 0.041997377, train_accuracy, 0.6840686666666667, 2023-04-26 09:22:40.912602
36 , train_loss, 0.041994277, train_accuracy, 0.6840326666666666, 2023-04-26 09:30:36.146514
37 , train_loss, 0.04199031, train_accuracy, 0.6840646666666667, 2023-04-26 09:38:20.755690
38 , train_loss, 0.04203602, train_accuracy, 0.6840273333333334, 2023-04-26 09:46:04.303330
39 , train_loss, 0.042017605, train_accuracy, 0.6840206666666666, 2023-04-26 09:53:53.795422
40 , train_loss, 0.042049367, train_accuracy, 0.6840173333333334, 2023-04-26 10:01:50.701852
41 , train_loss, 0.04199842, train_accuracy, 0.6840216666666666, 2023-04-26 10:09:33.907863
42 , train_loss, 0.042003132, train_accuracy, 0.6840533333333333, 2023-04-26 10:17:18.811660
43 , train_loss, 0.04198953, train_accuracy, 0.684079, 2023-04-26 10:25:13.428524
44 , train_loss, 0.042019993, train_accuracy, 0.6840016666666667, 2023-04-26 10:32:57.150257
45 , train_loss, 0.04201126, train_accuracy, 0.6840626666666667, 2023-04-26 10:40:48.327728
46 , train_loss, 0.04199444, train_accuracy, 0.6840933333333334, 2023-04-26 10:48:30.643388
47 , train_loss, 0.042003684, train_accuracy, 0.6840776666666667, 2023-04-26 10:56:16.071193
48 , train_loss, 0.04204014, train_accuracy, 0.6839753333333333, 2023-04-26 11:04:03.414327
49 , train_loss, 0.041981164, train_accuracy, 0.6840916666666665, 2023-04-26 11:11:48.976106
50 , train_loss, 0.042033803, train_accuracy, 0.6839843333333332, 2023-04-26 11:19:34.609277
