"[Software version]","Ver.2.46"
"[Measurement beginning time]",#12/12/2023 00:34:43#
"[Measurement end       time]",#12/12/2023 00:40:25#
"[Model number]","6531"
"[Measurement mode]","VTH"
"[Data transfer mode]","Original Data Transfer"
"[Calculation mode]","Instant"
"[S-TIME(S) -- Sampling interval(s)]",1
"[No.TRIAL -- the Number of Trial]",341
"[WIDTH -- Width of Duct]","-----"
"[HEIGHT -- Height of Duct]","-----"
"[DIAMETER -- Diameter of Duct]","-----"
"[Atmospheric pressure]",1013
"    ","V(m/s)","T(C)","H(%RH)"
"Max.",0.29,21.2,42.6
"Min.",0.00,20.7,40.2
"Avg.",0.05,20.9,40.8
" SD ",0.055,0.11,0.32
"No.","V(m/s)","T(C)","H(%RH)","A(hPa)","Atom.F"
"1",0.00,21.1,42.6,1013,0
"2",0.00,21.1,42.3,1013,0
"3",0.00,21.1,41.7,1013,0
"4",0.00,21.1,41.2,1013,0
"5",0.00,21.1,40.8,1013,0
"6",0.00,21.1,40.6,1013,0
"7",0.00,21.1,40.6,1013,0
"8",0.00,21.1,40.6,1013,0
"9",0.00,21.1,40.5,1013,0
"10",0.00,21.1,40.4,1013,0
"11",0.00,21.1,40.3,1013,0
"12",0.00,21.1,40.3,1013,0
"13",0.00,21.2,40.3,1013,0
"14",0.00,21.2,40.2,1013,0
"15",0.01,21.1,40.2,1013,0
"16",0.02,21.1,40.2,1013,0
"17",0.01,21.1,40.2,1013,0
"18",0.00,21.1,40.2,1013,0
"19",0.00,21.1,40.2,1013,0
"20",0.00,21.1,40.2,1013,0
"21",0.00,21.1,40.2,1013,0
"22",0.00,21.1,40.2,1013,0
"23",0.00,21.1,40.2,1013,0
"24",0.04,21.1,40.2,1013,0
"25",0.05,21.1,40.3,1013,0
"26",0.11,21.1,40.3,1013,0
"27",0.18,21.0,40.6,1013,0
"28",0.16,21.0,40.8,1013,0
"29",0.09,21.0,40.6,1013,0
"30",0.03,21.0,40.6,1013,0
"31",0.01,21.0,40.5,1013,0
"32",0.00,21.0,40.4,1013,0
"33",0.00,21.1,40.3,1013,0
"34",0.00,21.1,40.3,1013,0
"35",0.00,21.1,40.3,1013,0
"36",0.00,21.1,40.3,1013,0
"37",0.00,21.1,40.3,1013,0
"38",0.00,21.1,40.3,1013,0
"39",0.00,21.1,40.3,1013,0
"40",0.00,21.1,40.3,1013,0
"41",0.00,21.1,40.3,1013,0
"42",0.00,21.1,40.2,1013,0
"43",0.00,21.1,40.3,1013,0
"44",0.01,21.1,40.3,1013,0
"45",0.00,21.1,40.2,1013,0
"46",0.00,21.1,40.3,1013,0
"47",0.01,21.1,40.3,1013,0
"48",0.05,21.0,40.2,1013,0
"49",0.03,21.0,40.2,1013,0
"50",0.01,21.1,40.3,1013,0
"51",0.06,21.1,40.4,1013,0
"52",0.06,21.0,40.6,1013,0
"53",0.05,21.0,40.7,1013,0
"54",0.04,21.0,40.6,1013,0
"55",0.02,21.0,40.6,1013,0
"56",0.01,21.0,40.6,1013,0
"57",0.01,21.0,40.5,1013,0
"58",0.00,21.0,40.5,1013,0
"59",0.00,21.0,40.5,1013,0
"60",0.00,21.1,40.4,1013,0
"61",0.00,21.1,40.4,1013,0
"62",0.00,21.1,40.4,1013,0
"63",0.00,21.1,40.4,1013,0
"64",0.00,21.1,40.4,1013,0
"65",0.01,21.1,40.4,1013,0
"66",0.01,21.0,40.4,1013,0
"67",0.00,21.0,40.4,1013,0
"68",0.00,21.1,40.6,1013,0
"69",0.00,21.1,40.6,1013,0
"70",0.00,21.1,40.6,1013,0
"71",0.00,21.0,40.6,1013,0
"72",0.00,21.1,40.6,1013,0
"73",0.00,21.1,40.6,1013,0
"74",0.00,21.1,40.6,1013,0
"75",0.00,21.1,40.5,1013,0
"76",0.00,21.1,40.5,1013,0
"77",0.00,21.1,40.5,1013,0
"78",0.00,21.0,40.4,1013,0
"79",0.00,21.1,40.4,1013,0
"80",0.00,21.1,40.4,1013,0
"81",0.00,21.1,40.4,1013,0
"82",0.00,21.1,40.4,1013,0
"83",0.00,21.0,40.4,1013,0
"84",0.03,21.0,40.5,1013,0
"85",0.05,21.0,40.6,1013,0
"86",0.06,21.0,40.6,1013,0
"87",0.02,21.0,40.6,1013,0
